,ID,Sexe,Motorisé,PropriétaireImmobilier,NombreEnfants,RevenuAnnuel,SecteurActivité,NiveauEducation,EtatCivil,TypeLogement,CategorieEmploi,MembreFamille,Age,Experience,Approuvée,target
29312,5117410,F,N,N,0,94500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,45,4,No,0
29315,5117414,F,N,N,0,112500,State servant,Higher education,Married,House / apartment,Accountants,2,37,0,No,0
29316,5117415,F,Y,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,44,9,No,0
29317,5117416,F,Y,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,44,9,No,0
29318,5117417,F,Y,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,44,9,No,0
29319,5117418,F,Y,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,44,9,No,0
29320,5117419,F,Y,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,44,9,No,0
29321,5117420,F,Y,N,0,112500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,44,9,No,0
29322,5117431,M,Y,N,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,53,6,No,0
29323,5117432,M,Y,N,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,53,6,No,0
29324,5117433,M,Y,N,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,53,6,No,0
29325,5117434,M,Y,N,0,157500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,53,6,No,0
29329,5117439,F,N,N,0,180000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,46,3,No,0
29330,5117440,F,N,N,2,166500,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,35,4,No,0
29331,5117441,F,N,N,2,166500,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,35,4,No,0
29332,5117442,M,Y,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,54,6,No,0
29333,5117443,M,Y,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,54,6,No,0
29334,5117444,M,Y,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,54,6,No,0
29335,5117445,M,Y,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,54,6,No,0
29336,5117446,M,Y,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,54,6,No,0
29337,5117447,M,Y,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,54,6,No,0
29338,5117456,M,N,Y,0,121500,State servant,Secondary / secondary special,Married,House / apartment,Accountants,2,38,8,No,0
29339,5117457,M,N,Y,0,121500,State servant,Secondary / secondary special,Married,House / apartment,Accountants,2,38,8,No,0
29340,5117458,M,N,Y,0,121500,State servant,Secondary / secondary special,Married,House / apartment,Accountants,2,38,8,No,0
29341,5117459,F,Y,N,1,148500,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,31,10,No,0
29342,5117460,F,Y,N,1,148500,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,31,10,No,0
29343,5117461,F,Y,N,1,148500,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,31,10,No,0
29344,5117462,F,Y,N,1,148500,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,31,10,No,0
29345,5117478,F,N,N,0,292500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,38,3,No,0
29346,5117479,F,N,N,0,292500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,38,3,No,0
29347,5117480,F,N,N,0,292500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,38,3,No,0
29348,5117481,F,N,N,0,292500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,38,3,No,0
29349,5117483,F,N,N,0,292500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,38,3,No,0
29350,5117484,M,Y,N,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,52,10,No,0
29351,5117485,M,Y,N,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,52,10,No,0
29352,5117486,M,Y,N,0,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,52,10,No,0
29353,5117487,F,N,N,0,108000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,51,3,No,0
29354,5117488,F,N,N,0,108000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,51,3,No,0
29355,5117489,F,N,N,0,108000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,51,3,No,0
29356,5117490,M,N,Y,0,90000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,45,1,No,0
29357,5117491,M,N,Y,0,90000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,45,1,No,0
29358,5117492,M,N,Y,0,90000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,45,1,No,0
29359,5117493,M,N,Y,0,90000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,45,1,No,0
29360,5117494,M,N,Y,0,90000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,45,1,No,0
29361,5117495,M,N,Y,0,90000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,45,1,No,0
29362,5117496,M,N,Y,0,90000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,45,1,No,0
29363,5117497,M,N,Y,0,90000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,45,1,No,0
29364,5117498,M,N,Y,0,90000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,45,1,No,0
29365,5117499,M,N,Y,0,90000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,45,1,No,0
29366,5117500,M,N,Y,0,90000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,45,1,No,0
29367,5117502,M,N,Y,0,90000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,45,1,No,0
29368,5117503,M,N,Y,0,90000,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,Accountants,2,45,1,No,0
29369,5117504,M,N,N,0,247500,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,28,3,No,0
29370,5117505,M,N,N,0,247500,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,28,3,No,0
29371,5117506,M,N,N,0,247500,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,28,3,No,0
29372,5117507,M,N,N,0,247500,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,28,3,No,0
29373,5117508,F,N,N,2,180000,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,33,0,No,0
29374,5117510,F,N,N,2,180000,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,33,0,No,0
29375,5117512,F,N,N,2,180000,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,33,0,No,0
29376,5117513,F,N,N,2,180000,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,33,0,No,0
29377,5117518,F,N,N,1,144000,Working,Secondary / secondary special,Single / not married,Rented apartment,Accountants,2,39,9,No,0
29378,5117519,F,N,N,1,144000,Working,Secondary / secondary special,Single / not married,Rented apartment,Accountants,2,39,9,No,0
29379,5117522,F,N,N,1,144000,Working,Secondary / secondary special,Single / not married,Rented apartment,Accountants,2,39,9,No,0
29380,5117523,F,N,N,1,144000,Working,Secondary / secondary special,Single / not married,Rented apartment,Accountants,2,39,9,No,0
29381,5117524,F,N,N,1,144000,Working,Secondary / secondary special,Single / not married,Rented apartment,Accountants,2,39,9,No,0
29382,5117526,F,N,N,1,144000,Working,Secondary / secondary special,Single / not married,Rented apartment,Accountants,2,39,9,No,0
29383,5117527,F,N,N,1,144000,Working,Secondary / secondary special,Single / not married,Rented apartment,Accountants,2,39,9,No,0
29384,5117528,F,N,N,1,144000,Working,Secondary / secondary special,Single / not married,Rented apartment,Accountants,2,39,9,No,0
29385,5117529,F,N,N,1,144000,Working,Secondary / secondary special,Single / not married,Rented apartment,Accountants,2,39,9,No,0
29387,5117531,F,N,N,0,76500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,42,5,No,0
29388,5117532,F,N,N,0,135000,Working,Higher education,Married,House / apartment,Accountants,2,42,4,No,0
29389,5117533,F,N,N,0,135000,Working,Higher education,Married,House / apartment,Accountants,2,42,4,No,0
29390,5117534,F,N,N,0,135000,Working,Higher education,Married,House / apartment,Accountants,2,42,4,No,0
29391,5117535,F,N,N,0,135000,Working,Higher education,Married,House / apartment,Accountants,2,42,4,No,0
29392,5117536,F,N,N,0,135000,Working,Higher education,Married,House / apartment,Accountants,2,42,4,No,0
29393,5117561,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,42,1,No,0
29394,5117562,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,42,1,No,0
29395,5117563,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,42,1,No,0
29396,5117564,F,N,N,0,135000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,42,1,No,0
29399,5117568,M,Y,N,1,247500,Commercial associate,Higher education,Married,House / apartment,Accountants,3,28,8,No,0
29400,5117569,M,Y,N,1,247500,Commercial associate,Higher education,Married,House / apartment,Accountants,3,28,8,No,0
29402,5117600,F,N,N,0,157500,Working,Higher education,Married,House / apartment,Accountants,2,38,6,No,0
29403,5117601,F,N,N,0,157500,Working,Higher education,Married,House / apartment,Accountants,2,38,6,No,0
29404,5117602,F,N,N,0,157500,Working,Higher education,Married,House / apartment,Accountants,2,38,6,No,0
29405,5117603,F,N,N,0,157500,Working,Higher education,Married,House / apartment,Accountants,2,38,6,No,0
29406,5117604,F,N,N,0,157500,Working,Higher education,Married,House / apartment,Accountants,2,38,6,No,0
29407,5117605,F,N,N,0,157500,Working,Higher education,Married,House / apartment,Accountants,2,38,6,No,0
29408,5117608,F,N,N,0,157500,Working,Higher education,Married,House / apartment,Accountants,2,38,6,No,0
29409,5117609,F,N,N,0,157500,Working,Higher education,Married,House / apartment,Accountants,2,38,6,No,0
29410,5117611,F,N,N,0,157500,Working,Higher education,Married,House / apartment,Accountants,2,38,6,No,0
29411,5117612,F,N,N,0,157500,Working,Higher education,Married,House / apartment,Accountants,2,38,6,No,0
29412,5117613,F,N,N,0,157500,Working,Higher education,Married,House / apartment,Accountants,2,38,6,No,0
29413,5117614,F,N,N,0,166500,Working,Higher education,Married,House / apartment,Accountants,2,58,10,No,0
29414,5117615,F,N,N,0,166500,Working,Higher education,Married,House / apartment,Accountants,2,58,10,No,0
29415,5117616,F,N,N,0,166500,Working,Higher education,Married,House / apartment,Accountants,2,58,10,No,0
29416,5117617,F,N,N,0,166500,Working,Higher education,Married,House / apartment,Accountants,2,58,10,No,0
29417,5117618,F,N,N,0,166500,Working,Higher education,Married,House / apartment,Accountants,2,58,10,No,0
29418,5117619,F,N,N,0,166500,Working,Higher education,Married,House / apartment,Accountants,2,58,10,No,0
29419,5117620,F,N,N,0,166500,Working,Higher education,Married,House / apartment,Accountants,2,58,10,No,0
29420,5117621,F,N,N,0,166500,Working,Higher education,Married,House / apartment,Accountants,2,58,10,No,0
29421,5117622,M,Y,N,2,112500,Working,Higher education,Married,House / apartment,Accountants,4,40,0,No,0
29422,5117623,M,Y,N,2,112500,Working,Higher education,Married,House / apartment,Accountants,4,40,0,No,0
29423,5117624,M,Y,N,1,202500,Commercial associate,Higher education,Married,Municipal apartment,Accountants,3,42,2,No,0
29431,5117634,F,N,N,0,90000,Working,Higher education,Single / not married,House / apartment,Accountants,1,33,1,No,0
29432,5117635,M,N,N,0,180000,Commercial associate,Higher education,Married,House / apartment,Accountants,2,29,4,No,0
29433,5117636,M,N,N,0,180000,Commercial associate,Higher education,Married,House / apartment,Accountants,2,29,4,No,0
29434,5117637,M,N,N,0,180000,Commercial associate,Higher education,Married,House / apartment,Accountants,2,29,4,No,0
29435,5117638,M,N,N,0,180000,Commercial associate,Higher education,Married,House / apartment,Accountants,2,29,4,No,0
29436,5117639,M,N,N,0,180000,Commercial associate,Higher education,Married,House / apartment,Accountants,2,29,4,No,0
29442,5117667,F,N,Y,0,112500,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,31,2,No,0
29443,5117668,F,N,Y,0,112500,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,31,2,No,0
29444,5117669,F,N,Y,0,112500,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,31,2,No,0
29445,5117670,F,N,Y,0,112500,Working,Secondary / secondary special,Separated,House / apartment,Accountants,1,31,2,No,0
29451,5117688,F,N,Y,1,99000,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,29,0,No,0
29452,5117689,F,N,Y,1,99000,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,29,0,No,0
29453,5117690,F,N,Y,1,99000,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,29,0,No,0
29454,5117691,F,N,Y,1,99000,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,29,0,No,0
29455,5117692,F,N,Y,1,99000,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,29,0,No,0
29456,5117693,F,N,Y,1,99000,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,29,0,No,0
29461,5117716,M,Y,N,0,315000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,45,13,No,0
29462,5117718,M,Y,N,0,315000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,45,13,No,0
29463,5117719,M,Y,N,0,315000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,45,13,No,0
29464,5117723,F,N,N,0,247500,Working,Higher education,Separated,House / apartment,Accountants,1,51,4,Yes,1
29465,5117724,F,N,N,0,247500,Working,Higher education,Separated,House / apartment,Accountants,1,51,4,No,0
29466,5117725,F,N,N,0,247500,Working,Higher education,Separated,House / apartment,Accountants,1,51,4,No,0
29467,5117726,F,N,N,0,247500,Working,Higher education,Separated,House / apartment,Accountants,1,51,4,No,0
29468,5117727,F,N,N,0,247500,Working,Higher education,Separated,House / apartment,Accountants,1,51,4,No,0
29469,5117728,F,N,N,0,247500,Working,Higher education,Separated,House / apartment,Accountants,1,51,4,No,0
29470,5117729,F,N,N,0,112500,Working,Incomplete higher,Married,With parents,Accountants,2,27,1,No,0
29471,5117730,F,N,N,0,112500,Working,Incomplete higher,Married,With parents,Accountants,2,27,1,No,0
29472,5117731,F,N,N,0,112500,Working,Incomplete higher,Married,With parents,Accountants,2,27,1,No,0
29473,5117732,F,N,N,0,112500,Working,Incomplete higher,Married,With parents,Accountants,2,27,1,No,0
29474,5117736,F,Y,N,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,Accountants,1,38,8,No,0
29475,5117737,F,Y,N,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,Accountants,1,38,8,No,0
29476,5117738,F,Y,N,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,Accountants,1,38,8,No,0
29477,5117739,F,Y,N,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,Accountants,1,38,8,No,0
29478,5117740,F,Y,N,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,Accountants,1,38,8,No,0
29479,5117742,F,Y,N,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,Accountants,1,38,8,No,0
29480,5117743,F,Y,N,0,225000,Commercial associate,Higher education,Single / not married,House / apartment,Accountants,1,38,8,No,0
29481,5117763,M,Y,N,0,202500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,55,1,No,0
29482,5117764,M,Y,N,0,202500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,55,1,No,0
29483,5117765,M,Y,N,0,202500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,55,1,No,0
29484,5117787,F,Y,N,2,162000,Commercial associate,Incomplete higher,Married,House / apartment,Accountants,4,26,2,Yes,1
29485,5117788,F,Y,N,2,162000,Commercial associate,Incomplete higher,Married,House / apartment,Accountants,4,26,2,Yes,1
29486,5117790,F,Y,N,2,162000,Commercial associate,Incomplete higher,Married,House / apartment,Accountants,4,26,2,No,0
29487,5117791,F,Y,N,2,162000,Commercial associate,Incomplete higher,Married,House / apartment,Accountants,4,26,2,Yes,1
29488,5117793,F,Y,N,2,162000,Commercial associate,Incomplete higher,Married,House / apartment,Accountants,4,26,2,Yes,1
29489,5117794,F,Y,N,2,162000,Commercial associate,Incomplete higher,Married,House / apartment,Accountants,4,26,2,Yes,1
29490,5117795,F,Y,N,2,162000,Commercial associate,Incomplete higher,Married,House / apartment,Accountants,4,26,2,No,0
29491,5117796,F,Y,N,2,162000,Commercial associate,Incomplete higher,Married,House / apartment,Accountants,4,26,2,No,0
29492,5117797,F,Y,N,2,162000,Commercial associate,Incomplete higher,Married,House / apartment,Accountants,4,26,2,No,0
29493,5117799,M,Y,N,2,225000,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,40,3,No,0
29494,5117800,M,Y,N,2,225000,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,40,3,No,0
29499,5117806,F,Y,N,0,90000,Commercial associate,Incomplete higher,Married,House / apartment,Accountants,2,31,2,No,0
29508,5117817,M,Y,N,0,274500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,47,9,No,0
29509,5117818,M,Y,N,0,274500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,47,9,No,0
29510,5117819,M,Y,N,0,274500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,47,9,No,0
29511,5117820,M,Y,N,0,274500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,47,9,No,0
29512,5117822,M,Y,N,0,274500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,47,9,No,0
29513,5117823,M,Y,N,0,274500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,47,9,No,0
29514,5117824,M,Y,N,0,274500,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,2,47,9,No,0
29526,5117851,F,N,N,1,135000,Working,Higher education,Married,With parents,Accountants,3,29,6,No,0
29527,5117852,F,N,N,1,135000,Working,Higher education,Married,With parents,Accountants,3,29,6,No,0
29528,5117853,F,N,N,1,135000,Working,Higher education,Married,With parents,Accountants,3,29,6,No,0
29529,5117854,F,N,N,1,135000,Working,Higher education,Married,With parents,Accountants,3,29,6,No,0
29530,5117855,F,N,N,1,135000,Working,Higher education,Married,With parents,Accountants,3,29,6,No,0
29532,5117873,F,N,N,0,157500,Working,Higher education,Married,House / apartment,Accountants,2,25,1,No,0
29533,5117874,F,N,N,0,135000,Working,Higher education,Married,House / apartment,Accountants,2,50,24,No,0
29534,5117876,M,N,N,0,58500,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,37,6,No,0
29535,5117877,M,N,N,0,58500,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,37,6,No,0
29536,5117879,M,Y,N,0,292500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,50,1,No,0
29537,5117880,M,Y,N,0,292500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,50,1,No,0
29538,5117881,M,Y,N,0,292500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,50,1,No,0
29539,5117882,M,Y,N,0,292500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,50,1,No,0
29540,5117883,M,Y,N,0,292500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,50,1,No,0
29541,5117885,M,Y,N,0,292500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,50,1,No,0
29546,5117892,F,Y,Y,2,90000,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,31,4,No,0
29553,5117915,M,Y,N,0,202500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,56,11,No,0
29554,5117916,M,Y,N,0,202500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,56,11,No,0
29555,5117917,M,Y,N,0,202500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,56,11,No,0
29556,5117918,M,Y,N,0,202500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,56,11,No,0
29557,5117919,M,Y,N,0,202500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,56,11,No,0
29560,5117924,M,N,N,0,180000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,47,3,No,0
29561,5117925,M,N,N,2,90000,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,39,2,No,0
29562,5117926,M,N,N,2,90000,Working,Secondary / secondary special,Married,House / apartment,Accountants,4,39,2,No,0
29572,5117943,M,N,N,2,135000,Commercial associate,Secondary / secondary special,Married,Office apartment,Accountants,4,40,3,No,0
29573,5117944,M,N,N,2,135000,Commercial associate,Secondary / secondary special,Married,Office apartment,Accountants,4,40,3,No,0
29574,5117945,M,N,N,2,135000,Commercial associate,Secondary / secondary special,Married,Office apartment,Accountants,4,40,3,No,0
29579,5117950,M,N,N,0,222750,Working,Higher education,Married,House / apartment,Accountants,2,48,12,No,0
29580,5117951,M,N,N,0,222750,Working,Higher education,Married,House / apartment,Accountants,2,48,12,No,0
29581,5117959,F,Y,N,1,216000,Commercial associate,Higher education,Married,House / apartment,Accountants,3,33,3,No,0
29582,5117960,F,Y,N,0,135000,Working,Incomplete higher,Civil marriage,House / apartment,Accountants,2,27,0,No,0
29583,5117961,F,Y,N,0,135000,Working,Incomplete higher,Civil marriage,House / apartment,Accountants,2,27,0,Yes,1
29584,5117963,F,Y,N,0,135000,Working,Incomplete higher,Civil marriage,House / apartment,Accountants,2,27,0,No,0
29585,5117964,M,N,N,1,135000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,31,3,No,0
29590,5117970,F,N,Y,0,135000,Working,Higher education,Married,House / apartment,Accountants,2,37,9,No,0
29591,5117971,F,N,Y,0,135000,Working,Higher education,Married,House / apartment,Accountants,2,37,9,No,0
29592,5117982,F,N,Y,0,135000,Working,Higher education,Married,House / apartment,Accountants,2,37,9,No,0
29593,5117984,F,N,Y,0,135000,Working,Higher education,Married,House / apartment,Accountants,2,37,9,No,0
29599,5117978,M,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,27,7,No,0
29600,5117979,M,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,27,7,No,0
29602,5117985,F,N,Y,0,32400,State servant,Secondary / secondary special,Married,House / apartment,Accountants,2,52,15,No,0
29603,5117986,F,N,Y,0,32400,State servant,Secondary / secondary special,Married,House / apartment,Accountants,2,52,15,No,0
29604,5117987,F,N,Y,0,32400,State servant,Secondary / secondary special,Married,House / apartment,Accountants,2,52,15,No,0
29605,5117988,F,N,Y,0,32400,State servant,Secondary / secondary special,Married,House / apartment,Accountants,2,52,15,No,0
29606,5117989,F,N,Y,0,32400,State servant,Secondary / secondary special,Married,House / apartment,Accountants,2,52,15,No,0
29608,5117994,M,Y,N,2,360000,Commercial associate,Higher education,Married,House / apartment,Accountants,4,32,0,No,0
29615,5118006,F,N,N,1,67500,Working,Higher education,Single / not married,House / apartment,Accountants,2,24,0,No,0
29616,5118012,F,Y,N,1,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,27,0,No,0
29617,5118013,F,Y,N,1,90000,Commercial associate,Secondary / secondary special,Married,House / apartment,Accountants,3,27,0,No,0
29618,5118016,M,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,34,11,No,0
29619,5118017,M,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,34,11,No,0
29620,5118018,M,Y,N,0,225000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,34,11,No,0
29621,5118019,F,N,N,0,157500,State servant,Secondary / secondary special,Single / not married,With parents,Accountants,1,26,4,No,0
29622,5118020,F,N,N,0,157500,State servant,Secondary / secondary special,Single / not married,With parents,Accountants,1,26,4,No,0
29623,5118021,F,N,N,0,157500,State servant,Secondary / secondary special,Single / not married,With parents,Accountants,1,26,4,No,0
29624,5118022,F,N,N,0,157500,State servant,Secondary / secondary special,Single / not married,With parents,Accountants,1,26,4,No,0
29625,5118023,F,N,N,0,157500,State servant,Secondary / secondary special,Single / not married,With parents,Accountants,1,26,4,No,0
29627,5118031,F,Y,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,55,16,No,0
29628,5118032,F,Y,N,0,157500,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,55,16,No,0
29629,5118033,F,N,N,2,121500,Working,Higher education,Married,House / apartment,Accountants,4,32,1,No,0
29630,5118034,F,N,N,2,121500,Working,Higher education,Married,House / apartment,Accountants,4,32,1,No,0
29631,5118035,F,N,N,2,121500,Working,Higher education,Married,House / apartment,Accountants,4,32,1,No,0
29632,5118036,F,N,N,2,121500,Working,Higher education,Married,House / apartment,Accountants,4,32,1,No,0
29633,5118037,F,N,N,2,121500,Working,Higher education,Married,House / apartment,Accountants,4,32,1,No,0
29634,5118038,F,N,N,2,121500,Working,Higher education,Married,House / apartment,Accountants,4,32,1,No,0
29640,5118047,M,N,N,1,76500,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,28,1,No,0
29641,5118048,M,N,N,1,76500,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,28,1,No,0
29642,5118049,M,N,N,1,76500,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,28,1,No,0
29643,5118050,M,N,N,1,76500,Working,Secondary / secondary special,Married,House / apartment,Accountants,3,28,1,No,0
29644,5118051,F,Y,Y,1,180000,Working,Higher education,Married,House / apartment,Accountants,3,41,0,No,0
29645,5118052,F,Y,Y,1,180000,Working,Higher education,Married,House / apartment,Accountants,3,41,0,No,0
29646,5118053,F,Y,Y,1,180000,Working,Higher education,Married,House / apartment,Accountants,3,41,0,No,0
29647,5118054,F,Y,Y,1,180000,Working,Higher education,Married,House / apartment,Accountants,3,41,0,No,0
29648,5118055,F,Y,Y,1,180000,Working,Higher education,Married,House / apartment,Accountants,3,41,0,No,0
29664,5118080,M,Y,N,1,135000,Working,Higher education,Married,House / apartment,Accountants,3,48,9,No,0
29665,5118081,M,Y,N,1,135000,Working,Higher education,Married,House / apartment,Accountants,3,48,9,No,0
29666,5118082,M,Y,N,1,135000,Working,Higher education,Married,House / apartment,Accountants,3,48,9,No,0
29667,5118083,M,Y,N,1,135000,Working,Higher education,Married,House / apartment,Accountants,3,48,9,No,0
29668,5118084,M,Y,N,1,135000,Working,Higher education,Married,House / apartment,Accountants,3,48,9,No,0
29669,5118085,M,Y,N,1,135000,Working,Higher education,Married,House / apartment,Accountants,3,48,9,No,0
29670,5118086,M,Y,N,1,135000,Working,Higher education,Married,House / apartment,Accountants,3,48,9,No,0
29671,5118088,F,Y,N,0,144000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,42,9,No,0
29672,5118089,F,Y,N,0,144000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,42,9,No,0
29673,5118090,F,Y,N,0,144000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,42,9,No,0
29674,5118091,F,Y,N,0,144000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,42,9,No,0
29675,5118092,F,Y,N,0,144000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,42,9,No,0
29676,5118093,F,Y,N,0,144000,Working,Secondary / secondary special,Married,House / apartment,Accountants,2,42,9,No,0
29677,5118097,M,Y,N,3,315000,Working,Higher education,Married,House / apartment,Accountants,5,41,8,No,0
29686,5118106,M,Y,N,0,90000,Working,Secondary / secondary special,Single / not married,House / apartment,Accountants,1,22,3,No,0
